,FIPSTATE,State,tonneCO2e_eff_avg,burden_avg,POP,Emp,tonneCO2e_eff_peremp_avg,tonneCO2e_eff_peremp_avg_log10,burden_peremp_avg,burden_peremp_avg_log10,ECF_std_dev
34,38,ND,27022013.149659432,6250151979.339196,760077.0,408791.75,66.10214895398313,1.8202155784521503,15289.330030117282,4.18438845528819,1.7810817068267204
35,39,OH,79022912.95668724,18350846527.43324,11689442.0,5316205.75,14.864532464095703,1.1721512538398773,3451.8691319336613,3.5380543222817495,0.11458316316578909
36,40,OK,50364387.101115525,11742356773.910126,3943079.0,1553890.75,32.41179413746785,1.5107030718355425,7556.745397905307,3.8783347902014347,0.9851697549845668
37,41,OR,12387056.017492425,2860057991.142277,4190713.0,1890057.25,6.553799371681691,0.8164931424010712,1513.2123596479826,3.179899879874867,-0.7999922921465723
38,42,PA,76758519.86415933,17861460231.782967,12807060.0,5762749.25,13.319774387920718,1.1244968687598909,3099.468579477576,3.49128723809728,-0.007960171374910936
39,44,RI,1891663.5240945837,436753442.38941604,1057315.0,474072.75,3.990238890749539,0.6009988971475451,921.2793656446527,2.9643913441606466,-1.3541361205345481
40,45,SC,30219234.24703314,6976753067.783116,5084127.0,2036202.5,14.840976890576032,1.1714624888286638,3426.3552214394767,3.534832385691333,0.11281200273538175
41,46,SD,7102709.250768928,1639809467.554006,882235.0,414566.5,17.13285866264864,1.2338298321910957,3955.4799231341804,3.597199184502214,0.27318973522000317
42,47,TN,44631993.55825241,10318561558.106184,6770010.0,2915675.5,15.307599751156262,1.184907098173789,3538.995185886147,3.548879971864838,0.1473848391697067
43,48,TX,333367694.92669064,78120421597.45107,28701845.0,12049384.25,27.666782634696926,1.4419586580481005,6483.353835898383,3.8117997243307715,0.8083933747538891
44,49,UT,20693372.31625774,4827452689.099393,3161105.0,1439646.75,14.373923544965278,1.1575753305104326,3353.220287615273,3.525462085058166,0.07710115084306828
45,50,VT,1669569.0648106139,385485385.6659879,626299.0,304821.5,5.477202444088143,0.7385587932796219,1264.626627931389,3.1019623220619823,-1.0004006071541318
46,51,VA,35092458.445058286,8103349838.053702,8517685.0,3698066.0,9.489408367795027,0.9772391364935186,2191.2399178526566,3.340689930867496,-0.3866336873280421
47,53,WA,21021806.77482809,4940482945.881799,7535591.0,3283190.75,6.402858796683711,0.8063739243609038,1504.7809652490641,3.177473288962059,-0.8260138790268802
48,54,WV,36305318.23772452,8400358148.874675,1805832.0,674975.25,53.78762886153903,1.730682399551468,12445.431367853376,4.095009954173352,1.5508469807652465
49,55,WI,45913404.45095859,10625339647.71828,5813568.0,2860392.75,16.051433653982862,1.2055138280310769,3714.643608895415,3.5699171529243765,0.20037508102159413
50,56,WY,40724871.82241795,9446153993.574232,577737.0,265846.25,153.1895666100912,2.18522918750308,35532.3951102347,4.550624482696201,2.7197148406035687
